currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-1,2025-12-12,1130010589911,Class 5,N,155.4,Service Type 2,Doc Type A,A,2025-12-10,DRW,FUG,FN-117,TYPE-C,DOC,17.11,4.44,Equip-3
CCY-1,2025-12-31,5613546639073,Class 9,N,71.05,Service Type 3,Doc Type A,A,2025-12-14,HGV,UMK,FN-132,TYPE-D,DOC,6.75,2.03,Equip-1
CCY-1,2025-12-27,1294904012724,Class 2,N,78.4,Service Type 3,Doc Type A,A,2025-12-01,DPQ,SZV,FN-117,TYPE-D,DOC,9.75,2.24,Equip-1
CCY-1,2025-12-15,4549856275777,Class 8,Y,36.75,Service Type 2,Doc Type A,A,2025-12-03,JYN,VQR,FN-395,TYPE-D,DOC,13.12,1.05,Equip-2
CCY-4,2025-12-05,6568372004516,Class 6,N,158.9,Service Type 5,Doc Type A,A,2025-12-03,DRW,KHV,FN-132,TYPE-A,DOC,6.41,4.54,Equip-2
CCY-2,2025-12-15,3350214217219,Class 9,Y,148.4,Service Type 2,Doc Type A,A,2025-12-23,HGV,VQR,FN-394,TYPE-B,DOC,7.36,4.24,Equip-1
CCY-2,2025-12-07,4429071223025,Class 4,Y,41.65,Service Type 1,Doc Type A,A,2025-12-26,UMK,QFX,FN-394,TYPE-B,DOC,13.78,1.19,Equip-1
CCY-3,2025-12-28,8444405137488,Class 8,Y,100.8,Service Type 3,Doc Type A,A,2025-12-11,MFP,QFX,FN-118,TYPE-A,DOC,15.18,2.88,Equip-1
CCY-2,2025-12-28,5294493099823,Class 4,Y,113.4,Service Type 1,Doc Type A,A,2025-12-12,PVS,ZYR,FN-119,TYPE-B,DOC,9.72,3.24,Equip-3
CCY-2,2025-12-08,2018616264560,Class 9,Y,129.85,Service Type 4,Doc Type A,A,2025-12-17,SZV,JKS,FN-394,TYPE-B,DOC,14.37,3.71,Equip-3
CCY-3,2025-12-16,0402274930038,Class 3,N,119.35,Service Type 3,Doc Type A,A,2025-12-08,KSN,JYN,FN-133,TYPE-B,DOC,17.89,3.41,Equip-1
CCY-4,2025-12-21,3703885772603,Class 4,Y,88.55,Service Type 4,Doc Type A,A,2025-12-28,PVS,SUQ,FN-101,TYPE-D,DOC,5.12,2.53,Equip-1
CCY-1,2025-12-26,6702317508105,Class 4,N,130.2,Service Type 2,Doc Type A,A,2025-12-28,PVS,MBT,FN-105,TYPE-D,DOC,26.72,3.72,Equip-1
CCY-4,2025-12-12,2211986447133,Class 5,Y,154.0,Service Type 5,Doc Type A,A,2025-12-04,QFX,MBT,FN-117,TYPE-A,DOC,23.85,4.4,Equip-3
CCY-4,2025-12-25,8606253613818,Class 5,N,115.5,Service Type 5,Doc Type A,A,2025-12-26,MFP,KHV,FN-133,TYPE-D,DOC,13.21,3.3,Equip-2
CCY-1,2025-12-01,9093320762573,Class 2,N,44.1,Service Type 5,Doc Type A,A,2025-12-12,ZYR,KSN,FN-133,TYPE-B,DOC,11.82,1.26,Equip-3
CCY-1,2025-12-29,6915820910036,Class 7,N,147.35,Service Type 3,Doc Type A,A,2025-12-31,NAB,MBT,FN-395,TYPE-A,DOC,12.09,4.21,Equip-3
CCY-4,2025-12-08,3779979315893,Class 7,N,119.35,Service Type 4,Doc Type A,A,2025-12-10,VQR,JKS,FN-395,TYPE-C,DOC,9.0,3.41,Equip-3
CCY-3,2025-12-18,7325744338723,Class 5,Y,73.15,Service Type 3,Doc Type A,A,2025-12-05,KLC,GNP,FN-508,TYPE-B,DOC,16.26,2.09,Equip-3
CCY-1,2025-12-03,9686211375964,Class 9,N,69.3,Service Type 2,Doc Type A,A,2025-12-02,RZP,HGV,FN-133,TYPE-D,DOC,9.74,1.98,Equip-3
CCY-2,2025-12-07,8428182695490,Class 1,Y,59.85,Service Type 1,Doc Type A,A,2025-12-29,ZYR,HGV,FN-119,TYPE-A,DOC,7.89,1.71,Equip-1
CCY-2,2025-12-29,4463302973995,Class 3,N,154.7,Service Type 3,Doc Type A,A,2025-12-02,JKS,YML,FN-119,TYPE-B,DOC,7.5,4.42,Equip-3
CCY-1,2025-12-08,2839068400515,Class 7,Y,109.55,Service Type 5,Doc Type A,A,2025-12-08,JKS,KUV,FN-132,TYPE-A,DOC,7.42,3.13,Equip-1
CCY-3,2025-12-27,9201330342289,Class 6,Y,146.3,Service Type 5,Doc Type A,A,2025-12-22,KEE,JYN,FN-117,TYPE-C,DOC,9.49,4.18,Equip-1
CCY-4,2025-12-11,0948464556990,Class 4,Y,135.1,Service Type 4,Doc Type A,A,2025-12-28,QFX,PVS,FN-132,TYPE-C,DOC,18.56,3.86,Equip-2
CCY-3,2025-12-16,4347975643273,Class 4,Y,96.95,Service Type 5,Doc Type A,A,2025-12-20,JYN,YML,FN-508,TYPE-D,DOC,13.53,2.77,Equip-1
CCY-2,2025-12-06,0611217043796,Class 6,Y,172.9,Service Type 5,Doc Type A,A,2025-12-10,UMK,SZV,FN-119,TYPE-B,DOC,6.04,4.94,Equip-2
CCY-1,2025-12-21,7490978276981,Class 8,Y,128.1,Service Type 4,Doc Type A,A,2025-12-10,QFX,UMK,FN-117,TYPE-A,DOC,8.2,3.66,Equip-3
CCY-4,2025-12-09,3751777842510,Class 9,Y,85.4,Service Type 4,Doc Type A,A,2025-12-11,SUQ,MFP,FN-395,TYPE-D,DOC,17.3,2.44,Equip-3
CCY-1,2025-12-19,6747753162797,Class 1,N,131.6,Service Type 4,Doc Type A,A,2025-12-28,ZYR,KSN,FN-508,TYPE-C,DOC,17.19,3.76,Equip-2
CCY-3,2025-12-02,3289262475366,Class 7,Y,88.55,Service Type 2,Doc Type A,A,2025-12-18,KSN,NAB,FN-508,TYPE-C,DOC,20.64,2.53,Equip-2
CCY-3,2025-12-26,5545117559583,Class 9,Y,87.15,Service Type 1,Doc Type A,A,2025-12-12,YML,KHV,FN-394,TYPE-A,DOC,5.57,2.49,Equip-3
CCY-4,2025-12-10,6295672308554,Class 5,Y,107.1,Service Type 4,Doc Type A,A,2025-12-25,PVS,TPX,FN-118,TYPE-C,DOC,13.04,3.06,Equip-3
CCY-3,2025-12-25,7908876883849,Class 2,N,38.15,Service Type 5,Doc Type A,A,2025-12-16,JYN,LNR,FN-105,TYPE-C,DOC,10.03,1.09,Equip-2
CCY-4,2025-12-24,2894806335186,Class 3,N,173.95,Service Type 3,Doc Type A,A,2025-12-15,KHV,SZV,FN-394,TYPE-A,DOC,14.35,4.97,Equip-3
CCY-4,2025-12-26,7661772002319,Class 4,Y,126.35,Service Type 2,Doc Type A,A,2025-12-02,DRW,KHV,FN-101,TYPE-A,DOC,14.32,3.61,Equip-2
CCY-1,2025-12-27,6244400903722,Class 5,N,119.0,Service Type 2,Doc Type A,A,2025-12-10,NAB,FUG,FN-117,TYPE-C,DOC,14.86,3.4,Equip-1
CCY-4,2025-12-29,9605808230067,Class 3,N,119.0,Service Type 4,Doc Type A,A,2025-12-07,FUG,PVS,FN-508,TYPE-C,DOC,16.66,3.4,Equip-2
CCY-3,2025-12-27,2260817597011,Class 1,Y,77.0,Service Type 3,Doc Type A,A,2025-12-15,NAB,KLC,FN-508,TYPE-C,DOC,10.44,2.2,Equip-3
CCY-1,2025-12-12,1584888258120,Class 3,N,115.85,Service Type 2,Doc Type A,A,2025-12-11,KUV,TPX,FN-395,TYPE-A,DOC,10.76,3.31,Equip-3
CCY-1,2025-12-14,8950657313285,Class 2,N,115.85,Service Type 3,Doc Type A,A,2025-12-05,KSN,UMK,FN-508,TYPE-D,DOC,10.42,3.31,Equip-2
CCY-4,2025-12-14,7719023368287,Class 9,Y,134.05,Service Type 5,Doc Type A,A,2025-12-23,TPX,QFX,FN-508,TYPE-D,DOC,14.2,3.83,Equip-1
CCY-3,2025-12-16,2052917750863,Class 3,N,107.8,Service Type 4,Doc Type A,A,2025-12-23,LNR,TPX,FN-133,TYPE-C,DOC,18.41,3.08,Equip-3
CCY-1,2025-12-06,4098604366899,Class 6,N,92.75,Service Type 1,Doc Type A,A,2025-12-10,DRW,YML,FN-105,TYPE-A,DOC,5.46,2.65,Equip-3
CCY-3,2025-12-14,4231642196346,Class 2,Y,40.6,Service Type 5,Doc Type A,A,2025-12-27,PVS,JYN,FN-394,TYPE-C,DOC,12.22,1.16,Equip-3
CCY-4,2025-12-01,7863812405792,Class 7,Y,109.9,Service Type 3,Doc Type A,A,2025-12-17,MBT,GNP,FN-119,TYPE-D,DOC,18.94,3.14,Equip-2
CCY-1,2025-12-13,1403519573009,Class 8,N,152.95,Service Type 4,Doc Type A,A,2025-12-26,KSN,KLC,FN-132,TYPE-B,DOC,13.91,4.37,Equip-2
CCY-3,2025-12-18,3114506453349,Class 6,N,124.95,Service Type 5,Doc Type A,A,2025-12-05,GNP,JYN,FN-118,TYPE-A,DOC,8.85,3.57,Equip-1
CCY-3,2025-12-20,8646848085228,Class 3,N,98.7,Service Type 5,Doc Type A,A,2025-12-16,JYN,GNP,FN-118,TYPE-B,DOC,11.45,2.82,Equip-1
CCY-2,2025-12-31,9825995511406,Class 9,N,163.45,Service Type 1,Doc Type A,A,2025-12-01,JYN,UBR,FN-101,TYPE-D,DOC,8.14,4.67,Equip-2
CCY-4,2025-12-23,1991201116282,Class 1,N,129.5,Service Type 3,Doc Type A,A,2025-12-24,RZP,TDX,FN-133,TYPE-C,DOC,10.12,3.7,Equip-1
CCY-1,2025-12-21,3970970492210,Class 6,N,146.3,Service Type 1,Doc Type A,A,2025-12-22,SZV,RZP,FN-117,TYPE-A,DOC,2.62,4.18,Equip-3
CCY-4,2025-12-23,5254707883599,Class 5,N,108.5,Service Type 4,Doc Type A,A,2025-12-05,HGV,TPX,FN-132,TYPE-A,DOC,17.26,3.1,Equip-1
CCY-2,2025-12-01,8655099070194,Class 4,Y,119.0,Service Type 3,Doc Type A,A,2025-12-21,KHV,YML,FN-395,TYPE-C,DOC,10.87,3.4,Equip-2
CCY-2,2025-12-29,4415136124036,Class 1,Y,43.4,Service Type 2,Doc Type A,A,2025-12-16,KSN,KLC,FN-395,TYPE-B,DOC,23.44,1.24,Equip-2
CCY-1,2025-12-16,6024026356887,Class 6,N,73.15,Service Type 2,Doc Type A,A,2025-12-19,KEE,RZP,FN-508,TYPE-A,DOC,15.91,2.09,Equip-1
CCY-4,2025-12-05,9169670832387,Class 9,Y,96.25,Service Type 3,Doc Type A,A,2025-12-01,FUG,DPQ,FN-395,TYPE-B,DOC,11.9,2.75,Equip-3
CCY-1,2025-12-03,7047640038160,Class 7,Y,104.65,Service Type 2,Doc Type A,A,2025-12-05,TDX,FUG,FN-133,TYPE-A,DOC,9.86,2.99,Equip-1
CCY-2,2025-12-31,7495688968273,Class 5,N,141.05,Service Type 1,Doc Type A,A,2025-12-15,UMK,DRW,FN-117,TYPE-C,DOC,6.33,4.03,Equip-2
CCY-4,2025-12-19,8968620550672,Class 9,Y,123.9,Service Type 2,Doc Type A,A,2025-12-13,JKS,NAB,FN-101,TYPE-B,DOC,3.03,3.54,Equip-2
CCY-2,2025-12-19,1998627702874,Class 9,Y,64.05,Service Type 5,Doc Type A,A,2025-12-23,JKS,DRW,FN-117,TYPE-B,DOC,10.37,1.83,Equip-1
CCY-1,2025-12-22,9799123065533,Class 6,Y,50.4,Service Type 4,Doc Type A,A,2025-12-29,MFP,DRW,FN-118,TYPE-D,DOC,13.01,1.44,Equip-3
CCY-4,2025-12-18,4671947143951,Class 7,Y,55.3,Service Type 4,Doc Type A,A,2025-12-06,TDX,DPQ,FN-118,TYPE-A,DOC,12.2,1.58,Equip-2
CCY-3,2025-12-15,7231333614345,Class 7,N,72.8,Service Type 5,Doc Type A,A,2025-12-24,JYN,MBT,FN-133,TYPE-D,DOC,14.31,2.08,Equip-1
CCY-3,2025-12-07,9573033416046,Class 3,Y,115.15,Service Type 4,Doc Type A,A,2025-12-02,TPX,KSN,FN-508,TYPE-C,DOC,9.75,3.29,Equip-1
CCY-3,2025-12-05,7552635405701,Class 4,N,102.9,Service Type 2,Doc Type A,A,2025-12-06,KSN,KUV,FN-118,TYPE-B,DOC,8.14,2.94,Equip-3
CCY-3,2025-12-23,5715966991498,Class 3,N,127.05,Service Type 1,Doc Type A,A,2025-12-09,TPX,HGV,FN-133,TYPE-A,DOC,4.43,3.63,Equip-2
CCY-1,2025-12-07,2714711856306,Class 1,N,202.65,Service Type 4,Doc Type A,A,2025-12-21,YML,LNR,FN-105,TYPE-B,DOC,20.82,5.79,Equip-1
CCY-2,2025-12-28,9887466835161,Class 3,Y,132.65,Service Type 3,Doc Type A,A,2025-12-27,JKS,YML,FN-133,TYPE-A,DOC,12.46,3.79,Equip-1
CCY-4,2025-12-07,3930906582283,Class 1,Y,157.5,Service Type 5,Doc Type A,A,2025-12-26,MBT,QFX,FN-118,TYPE-D,DOC,3.1,4.5,Equip-1
CCY-1,2025-12-18,6955961689149,Class 1,Y,88.2,Service Type 1,Doc Type A,A,2025-12-06,TDX,GNP,FN-101,TYPE-B,DOC,15.88,2.52,Equip-3
CCY-2,2025-12-22,7363656756965,Class 5,Y,96.25,Service Type 1,Doc Type A,A,2025-12-19,TPX,KEE,FN-132,TYPE-B,DOC,18.19,2.75,Equip-1
CCY-3,2025-12-01,4465670162998,Class 9,N,121.8,Service Type 5,Doc Type A,A,2025-12-10,ZYR,TPX,FN-508,TYPE-A,DOC,9.71,3.48,Equip-2
CCY-3,2025-12-19,1441686052573,Class 5,N,140.7,Service Type 1,Doc Type A,A,2025-12-07,MFP,PVS,FN-101,TYPE-B,DOC,6.68,4.02,Equip-3
CCY-3,2025-12-09,9009154221843,Class 3,Y,68.25,Service Type 1,Doc Type A,A,2025-12-16,RZP,QFX,FN-118,TYPE-D,DOC,6.72,1.95,Equip-2
CCY-3,2025-12-07,4010749025735,Class 8,Y,131.6,Service Type 5,Doc Type A,A,2025-12-26,SZV,KHV,FN-101,TYPE-C,DOC,7.45,3.76,Equip-2
CCY-3,2025-12-14,4932516499874,Class 3,N,57.75,Service Type 1,Doc Type A,A,2025-12-29,UBR,ZYR,FN-105,TYPE-D,DOC,8.92,1.65,Equip-3
CCY-2,2025-12-28,9858798066655,Class 3,N,103.95,Service Type 5,Doc Type A,A,2025-12-18,JKS,MFP,FN-132,TYPE-B,DOC,8.97,2.97,Equip-1
CCY-4,2025-12-18,6730400095365,Class 7,N,64.75,Service Type 2,Doc Type A,A,2025-12-16,JYN,TDX,FN-117,TYPE-B,DOC,6.1,1.85,Equip-2
CCY-4,2025-12-13,1288441425336,Class 1,Y,74.9,Service Type 5,Doc Type A,A,2025-12-28,GNP,KUV,FN-133,TYPE-A,DOC,22.56,2.14,Equip-3
CCY-4,2025-12-16,5787359446342,Class 9,N,92.05,Service Type 2,Doc Type A,A,2025-12-12,VQR,GNP,FN-394,TYPE-C,DOC,10.38,2.63,Equip-2
CCY-4,2025-12-29,6527359655289,Class 9,Y,126.7,Service Type 1,Doc Type A,A,2025-12-03,QFX,FUG,FN-394,TYPE-D,DOC,9.89,3.62,Equip-3
CCY-4,2025-12-28,6715630759257,Class 8,N,94.15,Service Type 4,Doc Type A,A,2025-12-13,MFP,KLC,FN-395,TYPE-A,DOC,16.74,2.69,Equip-1
CCY-1,2025-12-06,7313726512558,Class 6,N,149.45,Service Type 5,Doc Type A,A,2025-12-19,MFP,KUV,FN-117,TYPE-C,DOC,5.82,4.27,Equip-1
CCY-1,2025-12-06,1199064369779,Class 5,N,165.55,Service Type 4,Doc Type A,A,2025-12-22,JYN,UMK,FN-394,TYPE-C,DOC,11.52,4.73,Equip-3
CCY-1,2025-12-28,5031827369219,Class 2,N,112.0,Service Type 4,Doc Type A,A,2025-12-23,JKS,HGV,FN-394,TYPE-A,DOC,0.77,3.2,Equip-1
CCY-4,2025-12-27,9479380283927,Class 9,Y,92.75,Service Type 4,Doc Type A,A,2025-12-17,GNP,KLC,FN-508,TYPE-C,DOC,21.59,2.65,Equip-3
CCY-4,2025-12-29,9030045129799,Class 2,N,115.5,Service Type 4,Doc Type A,A,2025-12-03,JKS,LNR,FN-133,TYPE-A,DOC,10.87,3.3,Equip-1
CCY-1,2025-12-17,1107355278451,Class 3,N,94.15,Service Type 1,Doc Type A,A,2025-12-01,LNR,FUG,FN-132,TYPE-B,DOC,9.21,2.69,Equip-3
CCY-2,2025-12-10,9877894156797,Class 9,Y,82.95,Service Type 5,Doc Type A,A,2025-12-14,GNP,KHV,FN-395,TYPE-C,DOC,10.31,2.37,Equip-2
CCY-3,2025-12-23,9967233461789,Class 2,N,121.1,Service Type 4,Doc Type A,A,2025-12-03,UBR,QFX,FN-101,TYPE-B,DOC,18.14,3.46,Equip-1
CCY-4,2025-12-09,1189474717993,Class 9,N,133.35,Service Type 5,Doc Type A,A,2025-12-09,DRW,LNR,FN-395,TYPE-D,DOC,13.25,3.81,Equip-3
CCY-2,2025-12-18,2469871685513,Class 2,Y,78.05,Service Type 4,Doc Type A,A,2025-12-21,UBR,KUV,FN-394,TYPE-B,DOC,10.68,2.23,Equip-1
CCY-2,2025-12-26,8159043612915,Class 2,N,105.0,Service Type 2,Doc Type A,A,2025-12-20,NAB,DPQ,FN-118,TYPE-C,DOC,8.99,3.0,Equip-1
CCY-3,2025-12-23,8913089817911,Class 6,N,87.5,Service Type 2,Doc Type A,A,2025-12-26,HGV,JKS,FN-118,TYPE-B,DOC,6.7,2.5,Equip-2
CCY-4,2025-12-16,4167123988913,Class 8,N,179.2,Service Type 5,Doc Type A,A,2025-12-18,JYN,FUG,FN-394,TYPE-D,DOC,9.42,5.12,Equip-1
CCY-2,2025-12-27,7243675235637,Class 2,Y,98.7,Service Type 5,Doc Type A,A,2025-12-22,MFP,UMK,FN-508,TYPE-D,DOC,1.87,2.82,Equip-1
CCY-3,2025-12-24,6130852471953,Class 6,Y,109.2,Service Type 1,Doc Type A,A,2025-12-24,DRW,DPQ,FN-394,TYPE-D,DOC,20.63,3.12,Equip-1
CCY-1,2025-12-17,7163457848399,Class 8,N,108.5,Service Type 1,Doc Type A,A,2025-12-07,DPQ,SZV,FN-132,TYPE-B,DOC,15.77,3.1,Equip-1
CCY-2,2025-12-07,4692978370124,Class 8,Y,26.6,Service Type 1,Doc Type A,A,2025-12-27,MFP,KHV,FN-105,TYPE-A,DOC,8.66,0.76,Equip-1
CCY-2,2025-12-08,1129797445276,Class 7,N,77.7,Service Type 2,Doc Type A,A,2025-12-21,GNP,JYN,FN-118,TYPE-B,DOC,13.03,2.22,Equip-3
CCY-4,2025-12-14,6378831306671,Class 3,Y,87.5,Service Type 4,Doc Type A,A,2025-12-18,JKS,DRW,FN-133,TYPE-C,DOC,8.0,2.5,Equip-1
CCY-2,2025-12-25,6454827395481,Class 7,N,189.0,Service Type 1,Doc Type A,A,2025-12-09,DRW,VQR,FN-508,TYPE-D,DOC,20.72,5.4,Equip-3
CCY-2,2025-12-24,9682924590947,Class 3,Y,88.9,Service Type 3,Doc Type A,A,2025-12-28,YML,KEE,FN-132,TYPE-D,DOC,13.09,2.54,Equip-1
CCY-3,2025-12-05,5888582124023,Class 9,Y,121.45,Service Type 3,Doc Type A,A,2025-12-01,QFX,SZV,FN-118,TYPE-A,DOC,6.11,3.47,Equip-3
CCY-2,2025-12-03,3312568096348,Class 4,N,96.25,Service Type 3,Doc Type A,A,2025-12-19,VQR,ZYR,FN-118,TYPE-C,DOC,20.91,2.75,Equip-3
CCY-3,2025-12-29,7017278539874,Class 6,N,128.45,Service Type 2,Doc Type A,A,2025-12-27,KHV,HGV,FN-133,TYPE-C,DOC,0.11,3.67,Equip-1
CCY-2,2025-12-18,6401810129002,Class 2,Y,49.35,Service Type 4,Doc Type A,A,2025-12-19,UMK,RZP,FN-133,TYPE-B,DOC,16.93,1.41,Equip-2
CCY-1,2025-12-05,0510932821252,Class 9,N,120.75,Service Type 3,Doc Type A,A,2025-12-06,KLC,RZP,FN-101,TYPE-B,DOC,12.88,3.45,Equip-3
CCY-2,2025-12-11,2833882855786,Class 8,N,77.35,Service Type 2,Doc Type A,A,2025-12-24,GNP,KSN,FN-101,TYPE-B,DOC,11.63,2.21,Equip-1
CCY-3,2025-12-19,8860000046835,Class 3,N,91.0,Service Type 1,Doc Type A,A,2025-12-21,DPQ,MFP,FN-132,TYPE-A,DOC,17.08,2.6,Equip-2
CCY-2,2025-12-23,3357019165092,Class 9,Y,33.25,Service Type 4,Doc Type A,A,2025-12-27,UBR,PVS,FN-132,TYPE-A,DOC,4.57,0.95,Equip-2
CCY-1,2025-12-04,2740129676424,Class 6,N,126.7,Service Type 4,Doc Type A,A,2025-12-14,QFX,ZYR,FN-394,TYPE-A,DOC,18.3,3.62,Equip-3
CCY-2,2025-12-27,4782213258807,Class 7,Y,89.6,Service Type 2,Doc Type A,A,2025-12-19,QFX,MFP,FN-117,TYPE-D,DOC,12.44,2.56,Equip-1
CCY-3,2025-12-25,3661211237928,Class 2,N,67.2,Service Type 5,Doc Type A,A,2025-12-02,UBR,HGV,FN-117,TYPE-B,DOC,9.36,1.92,Equip-3
CCY-3,2025-12-24,8747441240438,Class 5,Y,30.8,Service Type 5,Doc Type A,A,2025-12-31,GNP,DRW,FN-395,TYPE-B,DOC,9.84,0.88,Equip-1
CCY-1,2025-12-03,5827024528592,Class 4,N,94.15,Service Type 3,Doc Type A,A,2025-12-14,DPQ,PVS,FN-119,TYPE-B,DOC,8.32,2.69,Equip-1
CCY-3,2025-12-16,0117239631901,Class 1,N,103.6,Service Type 4,Doc Type A,A,2025-12-05,KSN,RZP,FN-119,TYPE-D,DOC,15.05,2.96,Equip-3
CCY-4,2025-12-04,2301674302120,Class 7,N,152.25,Service Type 2,Doc Type A,A,2025-12-06,PVS,UBR,FN-133,TYPE-D,DOC,15.97,4.35,Equip-1
CCY-3,2025-12-17,3286464126630,Class 6,N,121.45,Service Type 5,Doc Type A,A,2025-12-21,MBT,PVS,FN-119,TYPE-B,DOC,17.29,3.47,Equip-3
CCY-2,2025-12-03,7773649335468,Class 2,N,70.7,Service Type 3,Doc Type A,A,2025-12-27,QFX,JYN,FN-132,TYPE-D,DOC,12.06,2.02,Equip-3
CCY-4,2025-12-21,8066866096850,Class 8,N,163.8,Service Type 4,Doc Type A,A,2025-12-31,NAB,VQR,FN-133,TYPE-B,DOC,15.7,4.68,Equip-3
CCY-2,2025-12-08,3884101795804,Class 6,N,172.2,Service Type 4,Doc Type A,A,2025-12-02,KLC,SUQ,FN-119,TYPE-C,DOC,13.71,4.92,Equip-2
CCY-2,2025-12-22,8025557817946,Class 4,Y,64.75,Service Type 5,Doc Type A,A,2025-12-12,KHV,JKS,FN-105,TYPE-C,DOC,4.37,1.85,Equip-3
CCY-3,2025-12-15,0237561904244,Class 7,Y,114.1,Service Type 3,Doc Type A,A,2025-12-24,UBR,ZYR,FN-105,TYPE-D,DOC,16.28,3.26,Equip-3
CCY-3,2025-12-19,7489958396048,Class 4,Y,104.3,Service Type 5,Doc Type A,A,2025-12-05,TPX,LNR,FN-105,TYPE-A,DOC,18.57,2.98,Equip-3
CCY-3,2025-12-17,5061879963440,Class 7,Y,97.65,Service Type 5,Doc Type A,A,2025-12-18,DPQ,YML,FN-117,TYPE-C,DOC,7.66,2.79,Equip-2
CCY-2,2025-12-21,2297830991792,Class 3,Y,65.45,Service Type 5,Doc Type A,A,2025-12-18,HGV,MBT,FN-508,TYPE-A,DOC,4.34,1.87,Equip-3
CCY-3,2025-12-28,3277770550371,Class 9,Y,135.45,Service Type 5,Doc Type A,A,2025-12-13,GNP,PVS,FN-117,TYPE-C,DOC,16.86,3.87,Equip-3
CCY-4,2025-12-22,5905349757445,Class 2,Y,44.8,Service Type 1,Doc Type A,A,2025-12-21,LNR,UBR,FN-132,TYPE-C,DOC,13.82,1.28,Equip-2
CCY-3,2025-12-30,6232179140186,Class 5,Y,62.3,Service Type 3,Doc Type A,A,2025-12-24,PVS,UMK,FN-394,TYPE-A,DOC,10.21,1.78,Equip-2
CCY-1,2025-12-31,2972720294554,Class 7,N,84.7,Service Type 2,Doc Type A,A,2025-12-14,KSN,LNR,FN-105,TYPE-C,DOC,17.88,2.42,Equip-1
CCY-2,2025-12-30,9417572308961,Class 3,N,106.05,Service Type 5,Doc Type A,A,2025-12-10,UMK,TDX,FN-118,TYPE-D,DOC,6.57,3.03,Equip-2
CCY-1,2025-12-15,3723423823892,Class 6,N,156.8,Service Type 3,Doc Type A,A,2025-12-18,KUV,PVS,FN-118,TYPE-D,DOC,8.8,4.48,Equip-2
CCY-2,2025-12-16,6828742594373,Class 6,Y,56.0,Service Type 5,Doc Type A,A,2025-12-03,DPQ,SZV,FN-132,TYPE-A,DOC,8.33,1.6,Equip-3
CCY-3,2025-12-16,6627387248863,Class 6,Y,103.95,Service Type 2,Doc Type A,A,2025-12-04,KUV,UMK,FN-133,TYPE-B,DOC,1.24,2.97,Equip-1
CCY-2,2025-12-13,1432699537688,Class 3,N,54.95,Service Type 1,Doc Type A,A,2025-12-20,LNR,PVS,FN-105,TYPE-C,DOC,9.19,1.57,Equip-3
CCY-2,2025-12-28,2954703489931,Class 3,N,128.45,Service Type 3,Doc Type A,A,2025-12-20,MFP,YML,FN-508,TYPE-B,DOC,17.95,3.67,Equip-3
CCY-2,2025-12-29,1744945986739,Class 3,Y,152.6,Service Type 1,Doc Type A,A,2025-12-05,KUV,MBT,FN-105,TYPE-D,DOC,11.86,4.36,Equip-1
CCY-2,2025-12-24,0010292718229,Class 1,N,76.3,Service Type 3,Doc Type A,A,2025-12-13,GNP,ZYR,FN-394,TYPE-C,DOC,15.31,2.18,Equip-1
CCY-1,2025-12-28,4612247141167,Class 4,N,133.7,Service Type 3,Doc Type A,A,2025-12-11,LNR,PVS,FN-101,TYPE-D,DOC,6.8,3.82,Equip-2
CCY-1,2025-12-31,4611776969391,Class 2,Y,110.95,Service Type 5,Doc Type A,A,2025-12-18,DPQ,UBR,FN-508,TYPE-B,DOC,13.98,3.17,Equip-3
CCY-4,2025-12-28,3952736741304,Class 6,Y,126.35,Service Type 3,Doc Type A,A,2025-12-15,TPX,RZP,FN-118,TYPE-C,DOC,7.77,3.61,Equip-1
CCY-3,2025-12-07,8373900713659,Class 2,Y,101.5,Service Type 4,Doc Type A,A,2025-12-04,DPQ,SZV,FN-395,TYPE-B,DOC,8.22,2.9,Equip-2
CCY-3,2025-12-20,6944710792359,Class 6,N,81.9,Service Type 1,Doc Type A,A,2025-12-02,MFP,PVS,FN-394,TYPE-B,DOC,19.23,2.34,Equip-2
CCY-3,2025-12-15,0278929214762,Class 3,Y,68.25,Service Type 3,Doc Type A,A,2025-12-06,KHV,UMK,FN-395,TYPE-A,DOC,4.14,1.95,Equip-1
CCY-1,2025-12-28,8461759265993,Class 9,N,113.75,Service Type 5,Doc Type A,A,2025-12-18,YML,TPX,FN-395,TYPE-C,DOC,16.97,3.25,Equip-3
CCY-2,2025-12-18,1889667271850,Class 9,Y,87.15,Service Type 3,Doc Type A,A,2025-12-14,VQR,TPX,FN-119,TYPE-C,DOC,11.36,2.49,Equip-3
CCY-1,2025-12-12,7916339282981,Class 2,N,75.25,Service Type 2,Doc Type A,A,2025-12-09,FUG,VQR,FN-119,TYPE-A,DOC,14.43,2.15,Equip-3
CCY-1,2025-12-23,8038650306665,Class 6,N,79.45,Service Type 3,Doc Type A,A,2025-12-04,KUV,YML,FN-395,TYPE-C,DOC,13.53,2.27,Equip-3
CCY-2,2025-12-17,1490066632258,Class 2,N,82.6,Service Type 1,Doc Type A,A,2025-12-25,MFP,QFX,FN-117,TYPE-B,DOC,7.51,2.36,Equip-1
