carrier_code,service_date,area_type,flight_no,flight_detail,route_detail,route_code,doc_number,special_type,route_ref,booking_class,trans_code,tour_code,agent_code,payment_method,issue_date,revenue_category,currency,fare_flag,base_fare_local,surcharge,surcharge_local,tax,tax_local,commission,commission_local,total_fare,total_fare_local,remark,origin_station,total_local_curr,mileage,booking_ref,fare_basis_code,base_fare_usd,surcharge_usd,tax_usd,commission_usd,total_fare_usd
XA,2025-12-03,INT,FN-118,XAFN-101,JKSHGV,JKS-HGV,1051238282586,,JKS-HGV,Class 2,TYPE-B,,Agent B2,Payment C,2025-11-12,Category B,CCY-4,N,204.9,5.92,5.81,7.79,7.64,7.54,7.4,215.04,210.95,,JKS,210.95,3440,BWHVNZ,Basis-001/BG,5.85,0.17,0.22,0.21,6.03
XA,2025-12-12,INT,FN-132,XAFN-119,KLCMFP,KLC-MFP,7147859696915,Category D,KLC-MFP,Class 2,TYPE-D,,Agent C1,Payment A,2025-12-23,Category C,CCY-1,Y,237.12,30.51,30.96,4.54,4.61,9.34,9.48,259.38,263.21,,KLC,263.21,1297,LIENFN,Basis-003,6.77,0.88,0.13,0.27,7.52
XA,2025-12-30,DOM,FN-117,XAFN-395,TDXDRW,TDX-DRW,2742257905072,Category C,TDX-DRW,Class 7,TYPE-D,,Agent C1,Payment C,2025-12-12,Category D,CCY-2,N,92.78,39.6,40.19,6.26,6.35,2.23,2.26,135.04,137.06,,TDX,137.06,4228,O4RCB1,Basis-002,2.65,1.15,0.18,0.06,3.92
XA,2025-12-24,DOM,FN-394,XAFN-395,QFXYML,QFX-YML,8191485807836,,QFX-YML,Class 9,TYPE-B,,Agent B1,Payment A,2025-11-29,Category C,CCY-3,N,167.32,31.21,30.68,6.86,6.74,1.43,1.41,206.86,203.33,,QFX,203.33,912,P91I3V,Basis-002,4.78,0.88,0.19,0.04,5.81
XA,2025-12-19,INT,FN-132,XAFN-395,KSNSUQ,KSN-SUQ,4982544948126,,KSN-SUQ,Class 3,TYPE-C,,Agent C2,Payment A,2025-12-15,Category B,CCY-2,Y,321.52,35.21,39.51,0.12,0.13,11.66,13.08,310.18,348.08,,KSN,348.08,1398,Z31YRU,Basis-002,9.19,1.13,0.0,0.37,9.95
XA,2025-12-23,INT,FN-132,XAFN-394,DRWHGV,DRW-HGV,7590175186363,,DRW-HGV,Class 2,TYPE-C,,Agent B1,Payment B,2025-11-22,Category B,CCY-1,N,164.92,18.25,20.07,12.96,14.26,3.02,3.32,178.13,195.93,,DRW,195.93,3015,61BW4A,Basis-001/BG,4.71,0.57,0.41,0.09,5.6
XA,2025-12-29,INT,FN-118,XAFN-117,JYNZYR,JYN-ZYR,4154152064361,,JYN-ZYR,Class 7,TYPE-A,,Agent A2,Payment B,2025-11-05,Category B,CCY-2,Y,86.6,24.3,28.28,10.76,12.52,3.7,4.31,105.77,123.09,,JYN,123.09,4455,YAZ39P,Basis-001/BG,2.47,0.81,0.36,0.12,3.52
XA,2025-12-11,INT,FN-132,XAFN-118,FUGVQR,FUG-VQR,2622189092753,Category C,FUG-VQR,Class 7,TYPE-D,,Agent C1,Payment C,2025-11-29,Category B,CCY-1,Y,219.26,14.27,12.0,9.91,8.33,9.52,8.01,275.37,231.58,,FUG,231.58,1023,FE0MP2,Basis-001/BG,6.26,0.34,0.24,0.23,6.62
XA,2025-12-28,INT,FN-118,XAFN-119,NABLNR,NAB-LNR,8983640376137,,NAB-LNR,Class 4,TYPE-A,,Agent B1,Payment B,2025-11-09,Category D,CCY-3,N,112.0,18.77,20.2,17.5,18.83,4.05,4.36,136.29,146.67,,NAB,146.67,3193,TGQ9CV,Basis-001,3.2,0.58,0.54,0.12,4.19
XA,2025-12-17,INT,FN-133,XAFN-133,YMLZYR,YML-ZYR,6188924141832,Category D,YML-ZYR,Class 1,TYPE-D,,Agent C1,Payment C,2025-12-19,Category A,CCY-4,N,182.4,10.55,11.09,13.88,14.59,4.39,4.62,193.51,203.46,,YML,203.46,3783,04CDPQ,Basis-003,5.21,0.32,0.42,0.13,5.81
XA,2025-12-01,DOM,FN-117,XAFN-394,QFXNAB,QFX-NAB,5884252410564,,QFX-NAB,Class 3,TYPE-C,,Agent C2,Payment C,2025-12-11,Category A,CCY-1,N,319.77,53.21,45.49,2.81,2.4,0.23,0.2,429.84,367.46,,QFX,367.46,3928,SB4GF1,Basis-003,9.14,1.3,0.07,0.01,10.5
XA,2025-12-08,DOM,FN-101,XAFN-394,YMLPVS,YML-PVS,5622086353654,,YML-PVS,Class 9,TYPE-C,,Agent A1,Payment C,2025-12-14,Category A,CCY-1,Y,111.26,42.79,49.0,5.64,6.46,0.21,0.24,145.38,166.48,,YML,166.48,2028,298CQK,Basis-002,3.18,1.4,0.18,0.01,4.76
XA,2025-12-26,INT,FN-118,XAFN-508,FUGKHV,FUG-KHV,3759738320603,Category D,FUG-KHV,Class 8,TYPE-A,,Agent B1,Payment A,2025-12-19,Category D,CCY-1,N,185.51,45.41,41.62,5.86,5.37,3.73,3.42,249.91,229.08,,FUG,229.08,1051,H9P89F,Basis-002,5.3,1.19,0.15,0.1,6.55
XA,2025-12-24,DOM,FN-105,XAFN-508,KEEYML,KEE-YML,1826199062344,Category D,KEE-YML,Class 9,TYPE-D,,Agent C2,Payment C,2025-11-21,Category C,CCY-4,N,145.24,19.62,18.62,5.14,4.88,5.36,5.09,172.45,163.65,,KEE,163.65,2427,I7E1DD,Basis-002/BG,4.15,0.53,0.14,0.15,4.68
XA,2025-12-10,INT,FN-394,XAFN-118,JKSTPX,JKS-TPX,1124903521356,,JKS-TPX,Class 2,TYPE-C,,Agent B1,Payment A,2025-11-02,Category D,CCY-3,N,129.79,12.77,11.28,20.56,18.16,7.09,6.26,173.23,152.97,,JKS,152.97,4754,0IQ2FA,Basis-001/BG,3.71,0.32,0.52,0.18,4.37
XA,2025-12-27,DOM,FN-105,XAFN-101,YMLDRW,YML-DRW,1372151070296,,YML-DRW,Class 6,TYPE-D,,Agent A1,Payment B,2025-12-14,Category D,CCY-1,Y,35.59,25.9,23.4,11.79,10.65,1.15,1.04,75.92,68.6,,YML,68.6,3099,HGK5BW,Basis-001/BG,1.02,0.67,0.3,0.03,1.96
XA,2025-12-05,INT,FN-133,XAFN-119,JYNTPX,JYN-TPX,8380657875985,,JYN-TPX,Class 9,TYPE-C,,Agent A2,Payment A,2025-11-21,Category B,CCY-4,Y,265.3,9.28,8.46,17.35,15.82,0.89,0.81,316.66,288.77,,JYN,288.77,2501,C9T199,Basis-001,7.58,0.24,0.45,0.02,8.25
XA,2025-12-19,DOM,FN-133,XAFN-132,NABYML,NAB-YML,2239559059929,Category C,NAB-YML,Class 5,TYPE-D,,Agent C1,Payment B,2025-11-12,Category D,CCY-1,Y,150.82,12.96,15.28,10.44,12.31,4.88,5.76,146.42,172.65,,NAB,172.65,939,CVARLW,Basis-001/BG,4.31,0.44,0.35,0.16,4.93
XA,2025-12-30,INT,FN-117,XAFN-105,PVSGNP,PVS-GNP,8515691545226,,PVS-GNP,Class 6,TYPE-C,,Agent A2,Payment C,2025-12-06,Category C,CCY-1,Y,165.92,20.3,21.0,10.0,10.35,0.17,0.18,190.49,197.09,,PVS,197.09,1636,N0KGAZ,Basis-003,4.74,0.6,0.3,0.01,5.63
XA,2025-12-31,INT,FN-508,XAFN-119,UBRDPQ,UBR-DPQ,9172513552157,,UBR-DPQ,Class 1,TYPE-C,,Agent A2,Payment A,2025-12-15,Category A,CCY-2,N,119.17,27.13,31.7,11.39,13.31,3.07,3.59,137.44,160.59,,UBR,160.59,2302,2ZBPPF,Basis-002/BG,3.4,0.91,0.38,0.1,4.59
XA,2025-12-28,INT,FN-508,XAFN-119,DRWRZP,DRW-RZP,2710405411526,Category C,DRW-RZP,Class 9,TYPE-A,,Agent C1,Payment A,2025-11-22,Category D,CCY-4,Y,276.88,11.52,11.43,20.84,20.67,1.41,1.4,310.12,307.58,,DRW,307.58,3733,7F6FDH,Basis-001/BG,7.91,0.33,0.59,0.04,8.79
XA,2025-12-04,INT,FN-101,XAFN-133,PVSKHV,PVS-KHV,9872050614973,,PVS-KHV,Class 9,TYPE-A,,Agent A2,Payment A,2025-12-11,Category C,CCY-3,Y,6.17,30.16,27.72,14.08,12.94,0.22,0.2,50.74,46.63,,PVS,46.63,4079,4LORXD,Basis-003,0.18,0.79,0.37,0.01,1.33
XA,2025-12-15,INT,FN-394,XAFN-118,KSNRZP,KSN-RZP,3490211586938,,KSN-RZP,Class 7,TYPE-D,,Agent C1,Payment B,2025-12-05,Category D,CCY-3,Y,172.48,25.26,20.66,10.96,8.96,1.97,1.61,245.14,200.49,,KSN,200.49,4101,KO4BUS,Basis-003,4.93,0.59,0.26,0.05,5.73
XA,2025-12-07,DOM,FN-119,XAFN-117,FUGKLC,FUG-KLC,0616329451168,,FUG-KLC,Class 8,TYPE-C,,Agent B1,Payment C,2025-11-30,Category A,CCY-2,N,110.56,24.41,21.16,16.44,14.25,6.06,5.25,162.33,140.72,,FUG,140.72,1121,OFV177,Basis-003,3.16,0.6,0.41,0.15,4.02
XA,2025-12-21,DOM,FN-394,XAFN-508,KLCQFX,KLC-QFX,9702462996065,Category C,KLC-QFX,Class 9,TYPE-A,,Agent C2,Payment B,2025-12-29,Category C,CCY-3,N,178.56,21.65,19.61,16.01,14.5,8.66,7.84,226.17,204.83,,KLC,204.83,365,M2L44Y,Basis-001/BG,5.1,0.56,0.41,0.22,5.85
XA,2025-12-21,DOM,FN-105,XAFN-119,QFXPVS,QFX-PVS,7367850821486,Category C,QFX-PVS,Class 8,TYPE-A,,Agent A2,Payment A,2025-12-27,Category B,CCY-3,Y,174.58,43.64,42.19,13.6,13.15,2.43,2.35,235.41,227.57,,QFX,227.57,2243,BBMHNQ,Basis-002/BG,4.99,1.21,0.38,0.07,6.5
XA,2025-12-31,DOM,FN-394,XAFN-508,NABKEE,NAB-KEE,8552414060293,Category C,NAB-KEE,Class 4,TYPE-B,,Agent C2,Payment A,2025-11-18,Category D,CCY-3,Y,83.68,22.08,21.6,14.04,13.74,2.1,2.05,119.55,116.97,,NAB,116.97,272,REG2IV,Basis-002,2.39,0.62,0.39,0.06,3.34
XA,2025-12-22,INT,FN-395,XAFN-508,DRWTPX,DRW-TPX,6910858994417,,DRW-TPX,Class 6,TYPE-C,,Agent B1,Payment C,2025-11-21,Category C,CCY-4,N,198.83,30.09,29.69,10.73,10.59,2.54,2.51,239.79,236.6,,DRW,236.6,2647,GSIC43,Basis-002/BG,5.68,0.85,0.3,0.07,6.76
XA,2025-12-14,INT,FN-133,XAFN-133,NABGNP,NAB-GNP,0993538758428,Category C,NAB-GNP,Class 1,TYPE-C,,Agent A1,Payment B,2025-11-09,Category C,CCY-4,Y,252.21,23.38,21.13,14.1,12.74,13.92,12.58,302.62,273.5,,NAB,273.5,2949,XII5P5,Basis-002,7.21,0.6,0.36,0.36,7.81
XA,2025-12-19,INT,FN-508,XAFN-508,TDXMBT,TDX-MBT,1738168460223,Category D,TDX-MBT,Class 8,TYPE-D,,Agent C1,Payment B,2025-11-10,Category C,CCY-1,Y,133.82,23.31,26.73,13.51,15.49,2.75,3.15,150.79,172.89,,TDX,172.89,862,RWGWAJ,Basis-001/BG,3.82,0.76,0.44,0.09,4.94
XA,2025-12-13,DOM,FN-133,XAFN-394,JYNKLC,JYN-KLC,6008350583003,Category C,JYN-KLC,Class 2,TYPE-C,,Agent B1,Payment A,2025-11-07,Category D,CCY-2,N,216.03,40.06,42.2,15.69,16.53,6.3,6.64,254.53,268.12,,JYN,268.12,1568,CB8QSS,Basis-002/BG,6.17,1.21,0.47,0.19,7.66
XA,2025-12-26,DOM,FN-133,XAFN-101,JKSJYN,JKS-JYN,3323098215064,,JKS-JYN,Class 6,TYPE-A,,Agent C2,Payment A,2025-12-12,Category A,CCY-2,Y,151.68,34.6,40.23,7.27,8.45,1.08,1.25,171.24,199.11,,JKS,199.11,1148,PNTRFZ,Basis-001,4.33,1.15,0.24,0.04,5.69
XA,2025-12-14,INT,FN-105,XAFN-395,DRWKUV,DRW-KUV,9141173934835,,DRW-KUV,Class 2,TYPE-C,,Agent A2,Payment A,2025-12-06,Category D,CCY-3,Y,175.93,25.97,28.05,9.7,10.48,5.07,5.48,193.45,208.98,,DRW,208.98,4137,LAY64Y,Basis-001/BG,5.03,0.8,0.3,0.16,5.97
XA,2025-12-15,DOM,FN-118,XAFN-118,KLCUMK,KLC-UMK,7012045561100,Category C,KLC-UMK,Class 2,TYPE-B,,Agent B1,Payment B,2025-12-28,Category D,CCY-1,N,197.61,16.76,17.73,19.34,20.46,8.45,8.94,214.48,226.86,,KLC,226.86,961,NMEOQ4,Basis-002/BG,5.65,0.51,0.58,0.26,6.48
XA,2025-12-31,INT,FN-117,XAFN-105,NABDPQ,NAB-DPQ,6979729659027,,NAB-DPQ,Class 3,TYPE-A,,Agent B2,Payment B,2025-11-03,Category A,CCY-1,N,69.52,10.81,11.79,14.48,15.79,0.42,0.46,88.61,96.64,,NAB,96.64,2774,A5S00I,Basis-002,1.99,0.34,0.45,0.01,2.76
XA,2025-12-13,DOM,FN-117,XAFN-395,DRWNAB,DRW-NAB,9002877217535,Category D,DRW-NAB,Class 4,TYPE-A,,Agent C1,Payment A,2025-12-06,Category D,CCY-4,N,213.33,36.77,39.36,12.27,13.14,3.45,3.69,244.87,262.14,,DRW,262.14,2125,CPUDRL,Basis-002/BG,6.1,1.12,0.38,0.11,7.49
XA,2025-12-03,DOM,FN-508,XAFN-508,FUGDRW,FUG-DRW,4883755037589,,FUG-DRW,Class 7,TYPE-C,,Agent C2,Payment B,2025-11-08,Category A,CCY-1,Y,149.02,20.67,16.54,12.97,10.38,5.19,4.15,214.72,171.79,,FUG,171.79,217,M38KSZ,Basis-001,4.26,0.47,0.3,0.12,4.91
XA,2025-12-04,DOM,FN-133,XAFN-119,JYNKSN,JYN-KSN,7351609177982,,JYN-KSN,Class 7,TYPE-A,,Agent C1,Payment C,2025-11-04,Category D,CCY-1,N,95.83,50.81,44.63,10.54,9.26,1.39,1.22,169.06,148.5,,JYN,148.5,4364,26YG3D,Basis-003,2.74,1.28,0.26,0.03,4.24
XA,2025-12-10,INT,FN-394,XAFN-117,UMKTPX,UMK-TPX,2698485833394,Category D,UMK-TPX,Class 7,TYPE-B,,Agent C2,Payment C,2025-11-12,Category C,CCY-2,Y,83.96,21.24,25.18,10.17,12.06,0.97,1.15,101.27,120.05,,UMK,120.05,3085,UU7ZY6,Basis-003,2.4,0.72,0.34,0.03,3.43
XA,2025-12-22,INT,FN-101,XAFN-119,UBRTPX,UBR-TPX,4244204380571,Category C,UBR-TPX,Class 1,TYPE-D,,Agent A2,Payment C,2025-12-21,Category C,CCY-1,Y,104.9,20.59,17.67,13.07,11.22,0.15,0.13,155.76,133.66,,UBR,133.66,3325,N89LTA,Basis-002,3.0,0.5,0.32,0.0,3.82
XA,2025-12-21,DOM,FN-132,XAFN-508,TDXKLC,TDX-KLC,8933472122816,,TDX-KLC,Class 8,TYPE-D,,Agent B1,Payment C,2025-11-17,Category B,CCY-2,Y,169.6,20.71,22.4,7.06,7.64,7.15,7.73,177.39,191.91,,TDX,191.91,4984,4AQ7B7,Basis-003,4.85,0.64,0.22,0.22,5.48
XA,2025-12-03,DOM,FN-132,XAFN-395,KLCNAB,KLC-NAB,3281826886153,Category C,KLC-NAB,Class 5,TYPE-C,,Agent B1,Payment B,2025-11-19,Category B,CCY-4,N,168.56,8.12,8.28,2.9,2.96,6.53,6.66,169.73,173.14,,KLC,173.14,4798,39AYQ6,Basis-003,4.82,0.24,0.08,0.19,4.95
XA,2025-12-13,DOM,FN-118,XAFN-395,KEENAB,KEE-NAB,4085887704358,,KEE-NAB,Class 6,TYPE-A,,Agent A2,Payment C,2025-12-05,Category A,CCY-4,Y,92.52,22.75,26.8,9.8,11.55,3.6,4.24,107.5,126.63,,KEE,126.63,1926,Y15PDT,Basis-002/BG,2.64,0.77,0.33,0.12,3.62
XA,2025-12-03,DOM,FN-105,XAFN-101,PVSNAB,PVS-NAB,2481934667665,,PVS-NAB,Class 3,TYPE-D,,Agent C2,Payment A,2025-12-05,Category A,CCY-1,Y,268.03,45.95,42.86,9.86,9.2,6.59,6.15,336.6,313.94,,PVS,313.94,4997,B4MSKY,Basis-003,7.66,1.22,0.26,0.18,8.97
XA,2025-12-16,DOM,FN-117,XAFN-395,QFXKLC,QFX-KLC,3268424508821,,QFX-KLC,Class 8,TYPE-A,,Agent C1,Payment C,2025-11-26,Category A,CCY-4,N,148.48,14.06,14.96,9.31,9.91,2.75,2.93,160.13,170.42,,QFX,170.42,1920,06MOXS,Basis-001/BG,4.24,0.43,0.28,0.08,4.87
XA,2025-12-19,DOM,FN-101,XAFN-395,YMLTDX,YML-TDX,7814141397552,Category C,YML-TDX,Class 5,TYPE-A,,Agent B1,Payment C,2025-11-05,Category B,CCY-2,N,126.91,32.61,34.84,5.48,5.86,0.68,0.73,156.2,166.88,,YML,166.88,4180,QWLVUN,Basis-002,3.63,1.0,0.17,0.02,4.77
XA,2025-12-21,INT,FN-133,XAFN-118,KSNZYR,KSN-ZYR,5257775478129,,KSN-ZYR,Class 6,TYPE-C,,Agent A2,Payment C,2025-11-13,Category C,CCY-2,Y,191.55,48.84,52.99,8.72,9.46,6.93,7.52,227.2,246.48,,KSN,246.48,817,64W3U1,Basis-001/BG,5.47,1.51,0.27,0.21,7.04
XA,2025-12-13,DOM,FN-119,XAFN-508,UMKQFX,UMK-QFX,4278816580392,Category C,UMK-QFX,Class 9,TYPE-D,,Agent A2,Payment A,2025-12-07,Category B,CCY-4,N,182.14,46.95,40.35,9.3,7.99,6.93,5.96,261.24,224.52,,UMK,224.52,3139,B1IJIY,Basis-003,5.2,1.15,0.23,0.17,6.41
XA,2025-12-04,INT,FN-395,XAFN-118,DRWHGV,DRW-HGV,4989266591846,Category C,DRW-HGV,Class 8,TYPE-D,,Agent B1,Payment B,2025-12-02,Category D,CCY-1,Y,167.93,28.5,30.19,9.9,10.49,0.32,0.34,196.59,208.27,,DRW,208.27,4311,5PISKF,Basis-001/BG,4.8,0.86,0.3,0.01,5.95
XA,2025-12-04,INT,FN-394,XAFN-394,TDXMFP,TDX-MFP,7392603029922,,TDX-MFP,Class 2,TYPE-B,,Agent A1,Payment A,2025-11-17,Category B,CCY-2,N,88.16,32.58,30.37,13.4,12.49,1.96,1.83,138.6,129.19,,TDX,129.19,4817,W5038H,Basis-003,2.52,0.87,0.36,0.05,3.69
XA,2025-12-26,INT,FN-508,XAFN-117,UBRHGV,UBR-HGV,9842579913662,,UBR-HGV,Class 3,TYPE-A,,Agent A2,Payment C,2025-12-26,Category D,CCY-2,Y,266.09,42.67,44.39,19.96,20.77,10.62,11.05,307.79,320.2,,UBR,320.2,988,G6V5T1,Basis-001,7.6,1.27,0.59,0.32,9.15
XA,2025-12-21,INT,FN-133,XAFN-395,NABGNP,NAB-GNP,6508637659916,Category C,NAB-GNP,Class 9,TYPE-C,,Agent B2,Payment A,2025-12-29,Category A,CCY-1,N,88.61,38.81,43.08,9.84,10.92,3.58,3.97,124.91,138.64,,NAB,138.64,4654,OGZ2UE,Basis-001,2.53,1.23,0.31,0.11,3.96
XA,2025-12-21,INT,FN-508,XAFN-118,NABVQR,NAB-VQR,4869594636887,Category C,NAB-VQR,Class 6,TYPE-C,,Agent C1,Payment C,2025-12-01,Category C,CCY-4,N,325.18,20.74,17.88,6.73,5.8,6.83,5.89,397.92,342.97,,NAB,342.97,4932,MZ04X0,Basis-002/BG,9.29,0.51,0.17,0.17,9.8
XA,2025-12-20,DOM,FN-101,XAFN-117,FUGYML,FUG-YML,6012796114351,,FUG-YML,Class 9,TYPE-D,,Agent B2,Payment C,2025-12-12,Category C,CCY-4,Y,102.05,1.66,1.86,6.58,7.37,3.58,4.01,95.75,107.27,,FUG,107.27,1635,XPHX2K,Basis-001,2.92,0.05,0.21,0.11,3.06
XA,2025-12-06,DOM,FN-105,XAFN-118,TDXKSN,TDX-KSN,6566938011848,Category D,TDX-KSN,Class 1,TYPE-C,,Agent B1,Payment A,2025-12-09,Category B,CCY-3,N,89.27,40.32,32.26,14.64,11.71,1.34,1.07,165.19,132.17,,TDX,132.17,3509,UJODCK,Basis-001,2.55,0.92,0.33,0.03,3.78
XA,2025-12-25,INT,FN-119,XAFN-132,UMKSZV,UMK-SZV,7790714163356,Category D,UMK-SZV,Class 5,TYPE-A,,Agent C2,Payment B,2025-11-16,Category C,CCY-4,Y,300.09,43.17,44.26,6.94,7.12,14.14,14.5,328.67,336.97,,UMK,336.97,3468,Y3C7RM,Basis-003,8.57,1.26,0.2,0.41,9.63
XA,2025-12-08,INT,FN-118,XAFN-119,KSNMFP,KSN-MFP,3339521117908,,KSN-MFP,Class 4,TYPE-D,,Agent B1,Payment C,2025-11-21,Category D,CCY-4,N,78.13,41.81,37.38,3.8,3.4,3.22,2.88,129.8,116.03,,KSN,116.03,4220,G1SO1E,Basis-003,2.23,1.07,0.1,0.08,3.32
XA,2025-12-06,INT,FN-394,XAFN-105,JYNKHV,JYN-KHV,8750036915594,Category C,JYN-KHV,Class 1,TYPE-C,,Agent A2,Payment B,2025-12-01,Category C,CCY-3,N,296.52,44.38,47.69,7.12,7.65,5.43,5.84,322.02,346.02,,JYN,346.02,1706,RHZN4K,Basis-001/BG,8.47,1.36,0.22,0.17,9.89
XA,2025-12-18,DOM,FN-133,XAFN-133,TDXNAB,TDX-NAB,3227026728857,Category D,TDX-NAB,Class 4,TYPE-C,,Agent C1,Payment C,2025-11-04,Category D,CCY-1,Y,12.95,44.85,50.31,8.41,9.43,0.42,0.47,64.39,72.22,,TDX,72.22,1538,C3RWQM,Basis-002,0.37,1.44,0.27,0.01,2.06
XA,2025-12-28,INT,FN-508,XAFN-119,UMKKHV,UMK-KHV,9982455877169,Category D,UMK-KHV,Class 5,TYPE-D,,Agent C2,Payment A,2025-12-26,Category B,CCY-3,N,249.03,7.17,6.08,8.25,7.0,0.29,0.25,308.62,261.86,,UMK,261.86,3655,WU4CFI,Basis-002,7.12,0.17,0.2,0.01,7.48
XA,2025-12-31,INT,FN-132,XAFN-508,PVSMBT,PVS-MBT,8762202341326,,PVS-MBT,Class 7,TYPE-A,,Agent A1,Payment B,2025-12-06,Category A,CCY-3,Y,150.42,27.6,30.7,6.97,7.75,6.01,6.68,163.78,182.19,,PVS,182.19,3452,S9DWD7,Basis-002/BG,4.3,0.88,0.22,0.19,5.21
XA,2025-12-27,INT,FN-117,XAFN-101,YMLVQR,YML-VQR,0557784872829,,YML-VQR,Class 5,TYPE-D,,Agent C1,Payment C,2025-12-11,Category C,CCY-4,N,199.83,16.41,13.99,10.9,9.29,7.34,6.26,254.37,216.85,,YML,216.85,4145,T2PNJK,Basis-001,5.71,0.4,0.27,0.18,6.2
XA,2025-12-25,DOM,FN-394,XAFN-118,JKSQFX,JKS-QFX,0649308536866,Category C,JKS-QFX,Class 8,TYPE-B,,Agent C2,Payment C,2025-12-12,Category D,CCY-1,N,159.62,37.84,37.72,13.6,13.56,5.51,5.49,206.08,205.41,,JKS,205.41,2007,JPI163,Basis-002,4.56,1.08,0.39,0.16,5.87
XA,2025-12-06,INT,FN-117,XAFN-118,NABMFP,NAB-MFP,1797497350208,,NAB-MFP,Class 9,TYPE-B,,Agent A1,Payment B,2025-11-18,Category B,CCY-3,N,60.03,6.12,6.99,14.36,16.39,1.09,1.24,71.99,82.17,,NAB,82.17,267,IFRML2,Basis-002,1.72,0.2,0.47,0.04,2.35
XA,2025-12-05,INT,FN-101,XAFN-118,PVSDPQ,PVS-DPQ,6187234601367,Category C,PVS-DPQ,Class 1,TYPE-A,,Agent A2,Payment B,2025-12-18,Category A,CCY-3,Y,176.59,17.06,18.77,16.14,17.76,0.65,0.71,193.06,212.41,,PVS,212.41,4073,O87F00,Basis-003,5.05,0.54,0.51,0.02,6.07
XA,2025-12-22,DOM,FN-119,XAFN-105,QFXJYN,QFX-JYN,3650249163009,,QFX-JYN,Class 5,TYPE-B,,Agent B1,Payment A,2025-11-16,Category B,CCY-2,N,159.25,58.1,47.69,12.6,10.34,3.5,2.87,261.21,214.41,,QFX,214.41,948,YM81CM,Basis-001/BG,4.55,1.36,0.3,0.08,6.13
XA,2025-12-25,DOM,FN-132,XAFN-394,KSNJYN,KSN-JYN,3065240778487,Category C,KSN-JYN,Class 4,TYPE-B,,Agent C1,Payment B,2025-11-21,Category D,CCY-3,N,314.86,50.5,56.33,7.85,8.76,13.85,15.45,326.78,364.5,,KSN,364.5,4742,FTQ3TQ,Basis-003,9.0,1.61,0.25,0.44,10.41
XA,2025-12-24,INT,FN-105,XAFN-395,PVSGNP,PVS-GNP,6387829456511,,PVS-GNP,Class 1,TYPE-A,,Agent A2,Payment A,2025-12-26,Category A,CCY-3,Y,227.73,44.31,39.68,18.8,16.84,9.87,8.84,307.54,275.41,,PVS,275.41,1076,RDU4XS,Basis-003,6.51,1.13,0.48,0.25,7.87
XA,2025-12-21,INT,FN-394,XAFN-105,KEERZP,KEE-RZP,7058650948014,,KEE-RZP,Class 4,TYPE-B,,Agent C1,Payment A,2025-11-07,Category B,CCY-1,N,72.81,34.48,40.29,13.09,15.29,0.04,0.05,109.84,128.34,,KEE,128.34,1752,GXU8UU,Basis-001,2.08,1.15,0.44,0.0,3.67
XA,2025-12-13,INT,FN-395,XAFN-132,NABHGV,NAB-HGV,2897558556659,Category C,NAB-HGV,Class 7,TYPE-B,,Agent B2,Payment C,2025-12-30,Category C,CCY-1,N,9.3,14.05,12.25,0.23,0.2,0.09,0.08,24.85,21.67,,NAB,21.67,3906,QO09VS,Basis-002,0.27,0.35,0.01,0.0,0.62
XA,2025-12-23,DOM,FN-118,XAFN-395,QFXYML,QFX-YML,8899210752245,Category C,QFX-YML,Class 4,TYPE-B,,Agent B1,Payment B,2025-11-06,Category D,CCY-3,Y,128.45,36.11,40.76,15.51,17.51,0.12,0.14,165.29,186.58,,QFX,186.58,832,02G3YU,Basis-001,3.67,1.16,0.5,0.0,5.33
XA,2025-12-11,INT,FN-132,XAFN-133,KEEMFP,KEE-MFP,6139060480589,Category C,KEE-MFP,Class 7,TYPE-C,,Agent C1,Payment C,2025-11-15,Category B,CCY-1,Y,155.93,46.57,54.43,2.65,3.1,5.2,6.08,177.44,207.38,,KEE,207.38,3418,81UDP2,Basis-001/BG,4.46,1.56,0.09,0.17,5.93
XA,2025-12-13,DOM,FN-395,XAFN-133,JKSFUG,JKS-FUG,2278376938983,Category C,JKS-FUG,Class 8,TYPE-A,,Agent B1,Payment B,2025-11-21,Category A,CCY-1,Y,13.73,32.23,29.17,13.17,11.92,0.42,0.38,60.15,54.44,,JKS,54.44,3588,PMLVAK,Basis-002,0.39,0.83,0.34,0.01,1.56
XA,2025-12-22,INT,FN-132,XAFN-117,TDXGNP,TDX-GNP,1103924051477,,TDX-GNP,Class 8,TYPE-C,,Agent A2,Payment C,2025-12-05,Category B,CCY-1,Y,147.38,1.13,1.01,10.69,9.55,7.62,6.81,169.16,151.13,,TDX,151.13,4676,SJR0FZ,Basis-001,4.21,0.03,0.27,0.19,4.32
XA,2025-12-07,INT,FN-508,XAFN-118,TDXKUV,TDX-KUV,0701645104636,,TDX-KUV,Class 9,TYPE-C,,Agent B2,Payment C,2025-12-05,Category A,CCY-1,Y,45.64,48.6,40.05,14.36,11.83,0.7,0.58,117.64,96.94,,TDX,96.94,1829,SQ7AIT,Basis-002,1.3,1.14,0.34,0.02,2.77
